function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_100,JUN_110,JUN_130,AUG_100,AUG_110,AUG_130,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K03056,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03057,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03058,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03059,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03072,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K03074,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K03076,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03105,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03106,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03110,8251,16051,15524,10383,8914,14547,9151,4856,9148,4257,4375,6888,18595,12929,16801,10842,22570,8336
K03113,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03116,5842,11396,14264,9054,8799,14501,9120,4809,8212,4229,4267,6364,17964,11865,14687,10447,20492,8021
K03118,819,1579,3037,2811,2743,4136,1226,823,1732,489,537,786,2549,2013,2324,1508,2472,1495
K03120,27950,54533,62281,37832,35519,59699,41275,21347,36358,19416,19545,29887,81755,53984,68039,47557,95674,35777
K03124,52136,101713,115052,66125,63502,107775,79317,40380,66940,37546,37540,56970,155990,101125,127408,90569,182900,66933
K03136,5179,10101,11261,6252,6295,10600,7899,3988,6517,3741,3732,5583,15418,9859,12370,8942,18043,6560
K03146,819,1578,3036,2803,2579,3956,1226,823,1721,488,537,786,2549,2012,2324,1508,2469,1471
K03147,8238,16020,15512,10382,8909,14536,9140,4852,9123,4257,4373,6885,18591,12922,16792,10835,22547,8332
K03151,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K03154,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K03163,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K03166,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03167,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03168,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K03170,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K03182,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K03183,8251,16054,15535,10390,8928,14568,9155,4860,9152,4260,4377,6895,18610,12938,16809,10852,22579,8347
K03186,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K03231,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03232,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03234,3489,6741,4594,4225,2894,4236,1424,941,2758,594,717,1335,3457,3169,4574,2044,4905,1843
K03236,12992,25307,26439,16538,14928,24837,16854,8765,15502,7920,8030,12435,33724,22677,29010,19628,40187,14820
K03237,12999,25325,26444,16539,14930,24844,16862,8767,15514,7920,8031,12437,33727,22681,29016,19632,40203,14823
K03238,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K03242,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03243,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03263,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03264,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03265,8267,16064,15556,10388,8915,14540,9170,4866,9143,4270,4378,6888,18639,12936,16822,10856,22611,8334
K03270,245,491,254,73,21,40,144,57,91,61,67,18,218,76,107,117,305,24
K03271,640,1261,2955,2789,2487,3880,1190,805,1684,472,529,772,2484,1986,2282,1477,2383,1449
K03273,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03282,0,3,11,7,14,21,4,4,4,3,2,7,15,9,8,10,9,11
K03284,5836,11388,16666,11681,10991,18045,10013,5494,9673,4575,4658,7088,19994,13683,16740,11677,22233,9377
K03294,5179,10109,13681,8886,8504,14169,8799,4679,7995,4090,4126,6315,17464,11689,14434,10185,19800,7928
K03306,790,1535,2993,2805,2737,4132,1196,809,1712,476,532,783,2501,1999,2294,1487,2408,1493
K03307,3371,6485,4317,4132,2764,4046,1251,868,2658,516,645,1312,3179,3075,4436,1899,4544,1792
K03320,13648,26583,29436,19331,17266,28551,18067,9584,17174,8407,8564,13214,36267,24678,31321,21129,42617,16254
K03330,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03386,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K03388,2970,5703,1610,1424,459,382,202,118,1063,106,182,557,912,1163,2258,536,2462,390
K03389,2820,5432,1584,1415,240,181,200,118,1040,105,181,553,910,1159,2254,536,2446,360
K03390,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K03394,12843,25041,26410,16530,14691,24609,16857,8765,15477,7919,8029,12432,33724,22674,29009,19629,40180,14789
K03399,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K03406,173,304,74,14,89,72,33,16,24,16,7,13,64,23,39,28,79,21
K03407,173,304,74,14,89,72,33,16,24,16,7,13,64,23,39,28,79,21
K03408,173,304,74,14,89,72,33,16,24,16,7,13,64,23,39,28,79,21
K03410,173,304,74,14,89,72,33,16,24,16,7,13,64,23,39,28,79,21
K03411,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03412,219,366,148,26,95,72,87,40,38,42,15,17,158,45,93,64,193,23
K03413,24550,47840,57832,33632,32798,55621,39953,20473,33606,18886,18808,28603,78563,50893,63634,45610,90996,34004
K03417,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K03420,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K03424,5424,10601,13936,8967,8689,14389,8943,4736,8097,4152,4193,6333,17682,11766,14541,10302,20108,7976
K03427,3065,5938,4280,4144,2645,3982,1252,874,2627,522,646,1317,3204,3084,4441,1916,4529,1795
K03431,3215,6202,4284,4131,2689,3991,1246,866,2632,516,643,1307,3176,3069,4429,1896,4524,1782
K03432,8512,16558,15821,10468,8950,14601,9318,4927,9238,4334,4447,6913,18872,13021,16937,10983,22925,8369
K03433,8511,16554,15824,10475,9115,14778,9313,4927,9250,4335,4447,6912,18870,13021,16934,10982,22919,8391
K03442,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03455,5046,9851,11275,6256,6073,10386,7925,4002,6491,3756,3736,5587,15477,9872,12398,8967,18086,6538
K03465,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K03469,5424,10601,13935,8967,8672,14359,8943,4736,8096,4152,4193,6333,17682,11766,14541,10302,20108,7973
K03470,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03496,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K03497,5150,10062,13626,8873,8484,14144,8765,4661,7971,4074,4119,6305,17401,11666,14396,10154,19727,7915
K03498,3238,6239,4343,4151,2720,4033,1281,886,2647,535,651,1323,3253,3098,4472,1934,4599,1805
K03499,3221,6215,4291,4131,2692,3995,1249,868,2645,516,644,1308,3177,3072,4432,1899,4531,1783
K03517,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K03518,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K03519,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K03520,6,13,7,0,3,4,3,2,13,0,1,1,1,3,3,3,7,1
K03521,163,302,39,10,241,242,13,4,49,1,3,7,6,11,13,7,39,37
K03522,163,302,39,10,241,242,13,4,49,1,3,7,6,11,13,7,39,37
K03523,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03524,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K03529,7872,15294,12855,7672,6449,10700,8124,4118,7550,3859,3916,6134,16373,11026,14647,9496,20533,6909
K03531,13734,26626,18658,13203,9122,14611,9541,5090,11190,4466,4735,7988,20410,15239,21299,11910,27430,9014
K03537,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K03538,3482,6723,4589,4224,2892,4229,1416,939,2746,594,716,1333,3454,3165,4568,2040,4889,1840
K03539,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03540,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03546,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K03552,156,283,33,1,75,55,5,2,26,0,2,5,3,6,7,3,20,10
K03559,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03561,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03564,8094,15763,15492,10381,8823,14459,9141,4854,9122,4257,4373,6882,18590,12922,16791,10838,22541,8321
K03568,7999,15539,15254,10302,8877,14479,8995,4793,9041,4193,4305,6861,18359,12840,16680,10711,22240,8298
K03569,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03574,6280,12135,8543,8269,5470,8111,2490,1732,5262,1033,1285,2610,6350,6136,8854,3792,9038,3579
K03592,7999,15539,15254,10302,8877,14479,8995,4793,9041,4193,4305,6861,18359,12840,16680,10711,22240,8298
K03593,10335,20176,24894,15125,14782,24748,16667,8651,14501,7815,7852,11889,32820,21528,26769,19099,37777,14476
K03594,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K03622,16165,31555,41565,26821,25948,42990,26681,14147,24176,12394,12511,18983,52828,35218,43514,30783,60015,23887
K03626,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03627,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K03635,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K03636,2826,5447,1592,1431,554,515,203,120,1074,107,182,554,911,1164,2257,539,2459,406
K03637,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K03638,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K03639,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K03646,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K03652,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K03657,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03660,5568,10857,13954,8960,8594,14256,8942,4734,8086,4151,4193,6336,17683,11765,14542,10299,20111,7960
K03665,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K03671,13254,25820,26735,16632,15127,25074,17026,8836,15602,7998,8102,12461,34003,22771,29149,19770,40554,14879
K03679,8251,16051,15524,10383,8914,14547,9151,4856,9148,4257,4375,6888,18595,12929,16801,10842,22570,8336
K03685,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03686,3489,6740,4593,4217,2730,4056,1424,941,2747,593,717,1335,3457,3168,4574,2044,4902,1819
K03687,12999,25325,26444,16539,14930,24844,16862,8767,15514,7920,8031,12437,33727,22681,29016,19632,40203,14823
K03701,8231,16001,15506,10373,8743,14349,9132,4850,9100,4256,4372,6883,18588,12917,16786,10831,22528,8305
K03702,5561,10839,13949,8959,8592,14249,8934,4732,8074,4151,4192,6334,17680,11761,14536,10295,20095,7957
K03703,5561,10839,13949,8959,8592,14249,8934,4732,8074,4151,4192,6334,17680,11761,14536,10295,20095,7957
K03704,5411,10569,13923,8958,8520,14198,8932,4732,8061,4151,4191,6330,17678,11758,14532,10295,20082,7948
K03709,12999,25325,26444,16539,14930,24844,16862,8767,15514,7920,8031,12437,33727,22681,29016,19632,40203,14823
K03718,13267,25851,26746,16633,15115,25055,17037,8840,15626,7998,8104,12464,34007,22778,29158,19777,40577,14880
K03719,9533,18615,21887,12320,12039,20608,15465,7838,12763,7339,7318,11104,30317,19523,24469,17606,35355,12981
K03724,11064,21465,17102,11797,9135,14691,9343,4972,10175,4362,4555,7439,19502,14084,19049,11374,25000,8690
K03725,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K03726,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K03738,162,298,42,17,406,419,8,4,61,2,3,6,4,11,10,6,33,59
K03744,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03750,2976,5716,1617,1424,462,386,205,120,1076,106,183,558,913,1166,2261,539,2469,391
K03752,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K03753,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K03768,10434,20386,25150,15201,14576,24563,16826,8718,14541,7891,7921,11908,33093,21610,26895,19234,38102,14474
K03769,2915,5653,1811,1487,172,140,342,175,1117,166,247,567,1126,1232,2357,653,2738,372
K03775,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K03781,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03785,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K03787,551,1054,2735,2725,2705,4075,1051,750,1630,412,464,759,2269,1917,2182,1363,2101,1459
K03789,8244,16033,15520,10382,8929,14570,9143,4854,9137,4257,4374,6886,18592,12925,16795,10838,22554,8336
K03795,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K03799,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K03800,0,0,1,0,17,30,0,0,1,0,0,0,0,0,0,0,0,3
K03821,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K03823,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K03839,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K03885,9817,19156,22232,12418,12092,20683,15663,7925,12864,7432,7396,11138,30656,19635,24640,17775,35776,13026
K03892,3065,5932,4258,4130,2617,3940,1244,866,2619,516,642,1303,3174,3066,4425,1896,4511,1773
K03924,7731,15008,12542,7581,6480,10690,7924,4033,7454,3769,3840,6109,16048,10922,14482,9333,20118,6881
K03926,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K04042,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K04043,17754,34617,37369,22696,20948,35148,24581,12680,21892,11583,11688,17988,48862,32437,41237,28426,57852,21313
K04047,23,34,48,13,17,21,31,16,11,16,6,9,62,20,35,28,66,12
K04069,11047,21449,17074,11807,9463,15055,9319,4962,10203,4351,4552,7438,19456,14078,19025,11359,24956,8738
K04070,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K04076,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K04093,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K04479,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K04482,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K04483,8244,16034,15520,10390,9076,14720,9143,4854,9147,4258,4374,6886,18592,12926,16795,10838,22557,8357
K04484,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K04487,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K04488,5574,10871,13962,8968,8761,14440,8945,4736,8110,4152,4194,6337,17684,11769,14545,10302,20121,7985
K04517,5574,10870,13961,8960,8597,14260,8945,4736,8099,4151,4194,6337,17684,11768,14545,10302,20118,7961
K04518,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04564,10369,20214,24964,15136,14632,24581,16719,8675,14482,7843,7860,11898,32927,21552,26825,19139,37883,14463
K04566,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04651,7819,15214,12776,7659,6441,10693,8062,4092,7524,3833,3907,6128,16276,11000,14587,9456,20403,6904
K04652,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K04653,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K04654,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K04655,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K04656,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K04719,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K04720,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K04748,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K04751,20401,39824,49840,30269,29127,49067,33395,17338,28911,15676,15714,23789,65812,43088,53611,38262,75660,28912
K04758,2820,5432,1583,1415,223,151,200,118,1039,105,181,553,910,1159,2254,536,2446,357
K04759,3221,6216,4292,4139,2856,4175,1249,868,2656,517,644,1308,3177,3073,4432,1899,4534,1807
K04763,17486,34094,37077,22609,20760,34928,24410,12611,21783,11508,11617,17968,48597,32349,41103,28291,57487,21264
K04773,545,1040,2727,2717,2538,3891,1048,748,1606,411,463,758,2268,1913,2179,1360,2091,1434
K04794,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04795,7842,15245,12813,7665,6444,10693,8089,4104,7531,3846,3911,6130,16323,11011,14614,9474,20460,6905
K04796,18051,35190,37727,22803,21170,35414,24790,12771,22029,11677,11768,18025,49205,32557,41417,28602,58299,21386
K04797,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04798,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04799,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04800,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04801,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K04802,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K05337,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K05520,6,14,8,8,167,184,3,2,24,1,1,1,1,4,3,3,10,25
K05568,0,1,1,8,164,180,0,0,11,1,0,0,0,1,0,0,3,24
K05592,8231,16001,15506,10373,8743,14349,9132,4850,9100,4256,4372,6883,18588,12917,16786,10831,22528,8305
K05595,156,284,34,9,239,235,5,2,37,1,2,5,3,7,7,3,23,34
K05606,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K05794,0,3,11,7,14,21,4,4,4,3,2,7,15,9,8,10,9,11
K05826,10046,19635,22455,12494,12276,20910,15788,7972,12971,7481,7460,11156,30830,19705,24726,17878,36043,13076
K05827,10046,19635,22455,12494,12276,20910,15788,7972,12971,7481,7460,11156,30830,19705,24726,17878,36043,13076
K05828,5023,9818,11228,6251,6220,10545,7894,3986,6491,3741,3730,5578,15415,9853,12363,8939,18023,6550
K05829,5023,9818,11228,6251,6220,10545,7894,3986,6491,3741,3730,5578,15415,9853,12363,8939,18023,6550
K05830,9778,19110,22153,12408,12238,20849,15613,7899,12869,7404,7387,11129,30550,19609,24584,17733,35672,13040
K05831,5023,9818,11228,6251,6220,10545,7894,3986,6491,3741,3730,5578,15415,9853,12363,8939,18023,6550
K05844,0,0,1,0,17,30,0,0,1,0,0,0,0,0,0,0,0,3
K05873,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K05896,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K05919,2676,5175,1564,1414,154,104,201,120,1039,105,181,550,909,1159,2253,539,2440,349
K05934,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K05936,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K05966,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K05967,23,34,48,13,17,21,31,16,11,16,6,9,62,20,35,28,66,12
K05982,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K06001,2820,5433,1584,1423,387,331,200,118,1050,106,181,553,910,1160,2254,536,2449,381
K06024,7849,15263,12818,7666,6446,10700,8097,4106,7543,3846,3912,6132,16326,11015,14620,9478,20476,6908
K06042,8088,15749,15485,10373,8673,14305,9138,4852,9099,4256,4372,6881,18589,12918,16788,10835,22531,8299
K06072,5046,9848,11264,6249,6059,10365,7921,3998,6487,3753,3734,5580,15462,9863,12390,8957,18077,6527
K06118,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K06137,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K06147,300,540,52,2,144,102,4,0,26,0,2,8,4,6,8,0,26,18
K06153,401,783,2708,2716,2469,3844,1049,750,1606,411,463,755,2267,1913,2178,1363,2085,1426
K06158,2670,5162,1557,1414,151,100,198,118,1026,105,180,549,908,1156,2250,536,2433,348
K06167,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K06173,3221,6215,4291,4131,2692,3995,1249,868,2645,516,644,1308,3177,3072,4432,1899,4531,1783
K06174,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K06176,7872,15294,12855,7672,6449,10700,8124,4118,7550,3859,3916,6134,16373,11026,14647,9496,20533,6909
K06188,5023,9817,11227,6243,6056,10365,7894,3986,6480,3740,3730,5578,15415,9852,12363,8939,18020,6526
K06196,10427,20368,25145,15200,14574,24556,16818,8716,14529,7891,7920,11906,33090,21606,26889,19230,38086,14471
K06199,3088,5966,4306,4143,2634,3961,1275,882,2630,532,648,1312,3236,3086,4460,1924,4577,1785
K06206,150,271,27,9,236,231,2,0,24,1,1,4,2,4,4,0,16,33
K06215,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K06218,9510,18584,21850,12314,12036,20608,15438,7826,12756,7326,7314,11102,30270,19512,24442,17588,35298,12980
K06223,5418,10587,13928,8959,8522,14205,8940,4734,8073,4151,4192,6332,17681,11762,14538,10299,20098,7951
K06493,268,525,302,86,38,61,175,73,102,77,73,27,280,96,142,145,371,36
K06718,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K06720,4755,9292,10925,6157,6018,10304,7719,3913,6378,3663,3657,5551,15135,9756,12221,8794,17649,6490
K06859,150,270,26,1,72,51,2,0,13,0,1,4,2,3,4,0,13,9
K06863,6433,12441,6460,5725,3086,4401,1800,1134,3899,776,971,1912,4646,4424,6969,2728,7716,2228
K06864,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K06865,7842,15245,12813,7665,6444,10693,8089,4104,7531,3846,3911,6130,16323,11011,14614,9474,20460,6905
K06869,18038,35158,37714,22794,21001,35223,24779,12767,21993,11676,11766,18022,49201,32549,41408,28595,58273,21358
K06874,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
K06875,8244,16033,15519,10382,8912,14540,9143,4854,9136,4257,4374,6886,18592,12925,16795,10838,22554,8333
K06877,5590,10883,13993,8965,8598,14253,8964,4746,8094,4164,4197,6337,17728,11775,14566,10316,20159,7959
K06878,5029,9831,11235,6251,6223,10549,7897,3988,6504,3741,3731,5579,15416,9856,12366,8942,18030,6551
K06883,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K06885,8237,16015,15514,10381,8910,14533,9135,4852,9124,4257,4373,6884,18589,12921,16789,10834,22538,8330
K06888,5417,10582,13930,8958,8523,14202,8935,4734,8074,4151,4192,6331,17679,11761,14535,10298,20089,7949
K06889,395,770,2701,2716,2466,3840,1046,748,1593,411,462,754,2266,1910,2175,1360,2078,1425
K06893,5196,10127,13711,8892,8504,14165,8823,4689,7989,4103,4129,6316,17510,11697,14458,10200,19850,7928
K06897,2826,5446,1591,1423,390,335,203,120,1063,106,182,554,911,1163,2257,539,2456,382
K06898,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K06901,2676,5175,1564,1414,154,104,201,120,1039,105,181,550,909,1159,2253,539,2440,349
K06910,8238,16019,15511,10374,8745,14356,9140,4852,9112,4256,4373,6885,18591,12921,16792,10835,22544,8308
K06911,2670,5165,1568,1421,165,121,202,122,1030,108,182,556,923,1165,2258,546,2442,359
K06915,13155,25609,26478,16548,15169,25079,16867,8769,15551,7921,8033,12442,33730,22688,29023,19635,40226,14857
K06920,8244,16032,15518,10374,8748,14360,9143,4854,9125,4256,4374,6886,18592,12924,16795,10838,22551,8309
K06921,2826,5445,1590,1415,226,155,203,120,1052,105,182,554,911,1162,2257,539,2453,358
