function,APR_75,APR_90,APR_100,APR_110,APR_130,APR_160,JUN_75,JUN_90,JUN_100,JUN_110,JUN_130,JUN_160,AUG_75,AUG_90,AUG_100,AUG_110,AUG_130,AUG_160,OCT_75,OCT_90,OCT_100,OCT_110,OCT_130,OCT_160
K04074,108,146,47,106,1183,702,50,58,55,67,74,139,32,25,43,43,157,304,87,47,128,85,50,182
K04075,15483.7,13611.16,10757.16,8566.28,8080.25,5340.33,11444.83,10491.91,12640,11131.5,11588.5,6016.58,7199,5359.98,7216.87,5917.58,7586.28,2799.23,10704.66,7508.92,17302.17,12825.58,9510.42,5363.58
K04077,15871.4,13982.16,14300.66,18416.48,17953.25,10926.33,13018.83,11882.41,14251.5,13330,23215,14816.58,7743,5852.88,8133.07,8678.08,18240.98,3632.63,11602.66,12026.92,21616.67,14531.58,10217.92,13283.58
K04078,15574.9,13724.16,13835.16,17906.48,17313.25,10351.33,12453.83,11490.91,13893,12888.5,22997.5,14740.58,7581,5720.38,7985.07,8535.58,18015.48,3506.63,11251.66,11891.92,21152.17,14049.58,9868.42,13179.58
K04079,4799.7,4342.66,6161.66,13986.78,13887.25,7781.83,5558.83,5344.91,5269,6625.5,16552.5,13740.58,2482,1990.48,3021.87,5033.58,15049.28,2647.23,3960.16,7102.42,10348.67,5377.58,3456.42,11666.58
K04080,11254.4,9936.33,6930.33,2657.9,733,429.5,6177.5,5436.33,8056.83,5358.83,5902.33,399.5,4942,3577.13,4848.9,3149,2177.9,289.13,6931.33,4510.67,10331.67,8103.83,6146.5,520.33
K04082,1356,1382.33,4086.33,9668,9361,5178,2768,2207.33,2547.83,3140.33,12976.33,9460.5,945,832.83,1284,3128.5,11202,740.83,1620.83,4968.67,5863.17,2459.33,1173.5,8100.83
K04083,6188.7,5498.83,2628.83,4267.7,4166.5,2480,2547,2972.33,3092.83,3509.83,3726.83,3624,2284,1756.23,2391.2,2338,3993.7,847.23,3469.33,2472.92,5296.17,3440.08,2640.75,3351.83
K04084,4272.4,3751.16,4127.16,7187.98,6287.25,3819.33,5068.33,4722.41,4195.5,5567.5,6227.5,5425.08,2170,1594.88,2201.57,2604.58,5567.48,2232.13,3568.16,3286.42,7323.17,4622.08,3256.92,4505.08
K04085,3982.2,3760.83,6021.33,13725.2,12491,7140,4689,4353.33,4849.83,5875.83,16031.33,12874.5,2657.5,2128.23,3078.7,5071.5,15016.2,1337.23,4198.83,7005.42,9825.67,4915.08,2874.75,11094.83
K04087,13918.7,12444.33,12256.83,15586.2,13870.5,7809.5,10452.5,9102.33,12047.33,10330.83,21561.83,12792.5,6681.5,5047.23,7016.2,7511,16295.2,1503.23,9757.33,10978.92,18931.17,12144.58,8320.75,11850.83
K04088,10344.7,9325.33,11333.83,15290.2,13734.5,7661.5,9712.5,8222.33,11286.33,9383.83,20941.83,12744.5,6004.5,4530.23,6318.2,6983,15910.2,1471.23,8786.33,10573.92,17598.17,11195.58,7434.75,11670.83
K04090,2842.5,2616.5,1882,2636,1567,733.5,1758.5,1813,2016,2289.5,2056.5,304.5,1541,1218.5,1523,1346.5,1245.5,152.5,2587.5,1487,3455.5,2178,1677.5,400
K04091,3781.6,3329,695,247.6,30,20,520,885,1004,970,657,72,891,578.2,1062.6,682,476.6,14.2,764,438,1277,836,881,59
K04092,5025.7,4410,1276,269.2,127,71,1125,1629,1931,1965.5,1040,83.5,1609.5,1198.9,1673.2,1191,684.7,43.9,2352.5,933,2489,1836,1674,96
K04093,3646,3169,2296,460,12,14,2308,2056,3880,1734,2475,157,1727,1236,1705,978,706,15,1428,1350,2656,2265,1773,128
K04094,5808.2,5107.5,2159.5,1585.7,1289,720.5,2327,2521,2677,3069,2252,294,2119,1674.9,2176.2,1685,1250.2,375.4,3480.5,1658.5,4607.5,3090,2466,506
K04095,0.5,0.5,4,20.75,71.25,23.5,4,11.25,13,28.5,255,1240.75,34,4.75,131.5,42.75,372.75,1047.5,1,23.75,20.5,5.25,7.25,366.75
K04096,4922.7,4286.16,4278.16,7269.28,8089.25,5247.33,4731.83,5016.91,4598,5924.5,5767.5,5464.58,2936,2239.98,3037.87,3224.58,5614.28,2668.23,4960.66,3584.92,7668.17,5347.58,3749.42,4740.58
K04097,1277,1288,1639,1775,889,340,1925,1467,1454,1688,1899,189,756,560,701,669,821,49,1286,848,2428,1454,941,267
K04100,42,49,13,2,0,0,42,35,13,28,11,4,50,12,139,31,12,2,21,9,34,17,16,1
K04101,42,49,13,2,0,0,42,35,13,28,11,4,50,12,139,31,12,2,21,9,34,17,16,1
K04103,93,79,234,138,82,67,164,117,91,123,37,10,67,37,104,44,36,8,74,32,105,168,100,52
K04105,862,834,126,22,6,1,218,376,510,422,240,28,336,254,466,314,193,5,197,151,373,258,308,17
K04107,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04108,120,151,70,56,888,586,35,33,19,30,30,100,45,22,92,33,93,225,7,15,28,16,23,122
K04109,230,272,725,1620,1382,767,334,290,254,397,916,233,179,116,216,273,580,158,235,449,830,355,159,371
K04110,113,122,669,1604,1763,926,297,256,240,371,888,254,155,95,194,263,590,265,227,441,800,336,135,335
K04112,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04113,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04114,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04115,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04116,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04117,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04127,278,252,436,965,826,427,431,344,313,574,692,263,200,171,223,294,509,154,411,389,848,443,293,371
K04333,13,11,13,8,1,1,16,6,12,13,5,0,14,3,7,6,3,0,28,12.75,30.5,29.75,18.75,4
K04338,160.5,120.83,18.33,5.33,1,2.33,17.83,61.33,24.67,50.67,17.67,2.33,50.5,21,148.67,38.83,15.83,2,10.83,14,33,29.5,41.17,2
K04342,7,7,0,1,0,0,14,22,6,11,0,0,2,2,1,3,0,0,5,2,5,5,10,0
K04343,5,3,8,1,0,0,10,6,9,9,21,1,13,12,29,7,10,0,2,0,0,4,0,0
K04477,0,0,0,0,0,0,0,0,0,0,0,0,24,1,81,70,18,7,0,0,1,2,0,0
K04479,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04482,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04483,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04485,8755.7,7723.16,5068.16,6897.28,7963.25,5219.33,6006.83,6045.91,5804,7151.5,6846.5,5788.58,3562,2740.98,3662.87,3738.58,6149.28,2751.23,5899.66,4048.92,9652.17,6300.58,4708.42,5018.58
K04486,238.5,177.5,110,135.75,1031.25,696.5,242,362.25,318,394.5,418,1347.75,183,153.75,207.5,160.75,533.75,1293.5,287,161,287,334.5,283.5,512.75
K04487,10716.7,9490.16,7779.16,10485.28,10654.75,7241.83,9206.33,8710.91,7958.5,10057.5,9564,6802.08,4901.5,3862.48,5112.37,5190.58,7987.28,3133.73,8262.16,5595.42,13851.67,9394.08,6614.42,5966.08
K04488,14651.5,13314.83,17550.83,20318,19668.5,11520.5,14405.5,11817.33,16688.83,12463.33,26601.83,13942,8596,6320.33,8777.5,8889.5,18489,2607.33,11744.83,13750.17,24131.17,16130.83,10569,13339.33
K04516,1516.5,1218.83,697.33,599.83,633.5,408.83,1050.83,1415.33,1076.17,1561.17,687.67,179.83,467,347,421.17,443.83,511.83,182.5,875.33,521,1326,1049,972.17,270
K04517,3127,2739.83,3790.33,6148.08,5991.25,3910.83,4801.83,4290.08,3773.67,4859.67,5524.17,5240.58,1900.5,1469.25,1921.17,2300.08,4852.08,2039.5,3235.33,2780.5,6292.5,4155,2832.67,4322.75
K04518,13168.2,11610.33,8131.33,4675.03,2066.5,1031.33,7346.33,7133.83,9525.67,7179.17,7375.67,684.33,5713.5,4182.9,5709.37,4024.33,3160.53,460.9,7800.83,5352.25,12149.5,9162.75,7163.42,879.5
K04561,698.5,614,315,343.25,180.75,83,580,742.25,778,931,749,1412.75,598,475.25,624,511.25,960.25,1058.5,931,414,942,744,444.5,479.25
K04562,2114,1967.83,2816.33,6240.75,8518.75,5379,2801,2552.58,2368.83,3231.33,4922.83,5495.75,1397,1136.08,1444.5,2018.75,4759.25,2619.33,2303.83,2557.42,5303.67,3032.58,1739.25,4655.58
K04564,5057.7,4434.49,3314.49,5608.28,7171.25,4859.33,4126.83,4664.24,4330.83,5454.83,4769.83,5358.08,2673,2064.81,2828.87,2898.08,5112.28,2711.06,4507.49,3130.59,6764.34,4862.91,3535.92,4544.41
K04565,938.2,772.5,375,419.2,121.5,61.5,788.5,868.5,643,849.5,489,62.5,345.5,220.9,350.7,278,284.7,170.4,386.5,344,926.5,785.5,625.5,90
K04566,11986.2,10669.5,6873.5,2551.7,732,423.5,6146,5666,8466,5638,6036,441,5176,3795.9,5149.2,3390,2334.2,288.4,6992.5,4554.5,10443.5,8070,6282,530
K04567,4225.5,3701.66,6881.66,15169.58,16246.25,9625.83,6332.83,5798.91,5468,7282.5,17258.5,14288.58,2413,1961.08,2800.67,5173.58,15679.08,3138.83,4329.16,7471.42,11162.67,6058.58,3760.42,12622.58
K04568,1330.7,1299.33,4201.33,11198.2,12157.5,6953.5,3025,2475.33,2831.83,3531.83,13931.83,12159,1122,915.73,1556.2,3631,13275.7,1309.23,1846.83,5600.42,6482.67,2869.08,1323.75,10918.83
K04651,284.5,245,909,3149.75,4245.75,2701,814.5,776.75,688.5,1016,2254,4625.25,343,264.75,408,929.25,3399.25,1800,554,1109.5,1573.5,848,451.5,3696.25
K04652,274.5,236,896,3145.75,4244.75,2701,791.5,763.75,682.5,1008,2252,4625.25,340,261.75,404,924.25,3397.25,1800,536,1104.5,1564.5,836,446.5,3696.25
K04653,295.5,275,932,3277.75,4392.75,2781,825.5,785.75,707.5,1036,2282,4638.25,378,285.75,483,968.25,3431.25,1810,567,1133.5,1627.5,875,480.5,3700.25
K04654,307.5,253,937,3161.75,4283.75,2725,897.5,839.75,752.5,1112,2390,4634.25,392,303.75,439,958.25,3418.25,1806,635,1160.5,1754.5,943,507.5,3707.25
K04655,274.5,236,896,3145.75,4244.75,2701,791.5,763.75,682.5,1008,2252,4625.25,340,261.75,404,924.25,3397.25,1800,536,1104.5,1564.5,836,446.5,3696.25
K04656,267.5,226,888,3141.75,4244.75,2701,754.5,729.75,660.5,985,2232,4625.25,323,249.75,401,905.25,3396.25,1800,518,1094.5,1511.5,815,421.5,3694.25
K04691,433,407.83,215.83,152,452,520,233.5,251.33,175.83,284.83,222.33,608.5,138,87.83,132.5,148,373.5,121.33,181.83,142.92,364.67,307.58,194.25,182.33
K04719,1218.2,1069.5,776,508.45,261.75,121.5,1007.5,1142.25,1198,1422.5,1015.5,1345.25,1026,755.15,956.2,780.75,1051.95,1084.4,1796.5,769,1775.5,1386,1003,486.25
K04720,15.5,11.5,30,107.75,1399.25,807.5,33,58.25,36,64.5,275,1440.75,6,5.75,10.5,43.75,506.75,1394.5,20,45,38,24.5,16.5,594.75
K04744,10265.2,9222.33,10616.83,13736.45,13097.75,7470.5,9320,8072.58,11083.83,8975.33,19920.83,13892.75,5947,4498.98,6274.7,6809.75,15816.45,2704.73,8592.33,9991.92,16339.17,10726.58,7295.25,11951.58
K04747,0,0,0,0,0,0,0,0,0,0,0,0,17,2,65,12,0,1,0,0,0,0,0,0
K04748,1456.5,1346,1123.5,529.5,1546,1228,1970.5,1601,1747,1868.5,1299.5,1057.5,1072,821,1048,768.5,884.5,366.5,1892,641.5,2136,1564,1083.5,506
K04749,10343.5,9208,8611,5203.5,4132.5,2606,8000.5,7093,11366,6904,9187.5,3312.5,5947,4363,5802.5,4168,4880,793.5,7512.5,5856,11752.5,9286.5,6533.5,3569.5
K04750,650.5,585,867,1677.5,1091,469,579,564,479,691,1075.5,207.5,356.5,248.5,468.5,457.5,746,336.5,428,573.5,1152.5,682,401.5,279
K04751,12943.7,11265.16,6031.16,7715.03,9771,6727.33,6219.83,6866.16,6858.5,8163.5,7346.5,7468.83,4805.5,3768.73,4876.87,4505.83,6862.03,4088.73,7855.16,4737.42,11017.67,7770.08,5922.92,5606.83
K04752,2576.2,2479.33,4835.33,12111.2,10951,6047,4059,3302.33,3481.83,4411.33,14785.33,12099.5,1554,1269.23,2041.2,4160.5,13869.2,959.23,2556.83,6191.42,8194.67,3803.08,2139.25,10741.83
K04753,19,21,12,5,0,0,40,44,33,28,28,0,25,14,16,25,6,0,25,14,74,29,33,3
K04754,12512.5,11143.83,10337.33,13729.75,11986.75,6718,8002,7464.58,10478.83,8369.83,19588.83,13781.25,5716.5,4360.58,6072.5,6924.75,16304.75,2259.83,7786.33,9976.42,15981.67,10168.58,6931.25,11620.58
K04755,11641.7,10389.16,11143.66,12618.53,10312.5,5752.33,9806.33,8805.66,11537,9767,19248,9982.33,6207,4657.73,6506.87,6565.83,13607.53,1069.23,8980.66,9737.67,16664.67,11025.83,7825.67,8737.33
K04756,22,13,46,33,10,2,40,22,21,28,42,4,42,62,47,26,44,54,11,15,40,35,19,2
K04757,6866,6164,6194,4391,3743.5,2453,5477.5,4965.5,7371,4890,6419.5,3071,4079.5,3003,3980.5,3007,4019,739.5,5780.5,4313,8611.5,6754,4654,3372
K04758,2077.5,1736.83,1873.83,3752.58,3824.25,2180.83,2102.33,2299.58,1794.17,2633.67,2962.17,4123.08,915,705.25,967.17,1259.58,3432.58,1834.5,1555.33,1661.25,3227.5,2132.75,1467.92,3550.25
K04759,2756.5,2321.83,2649.83,5485.58,8614.25,5903.83,3186.33,3333.58,2700.17,3836.67,4015.17,5762.08,1369,1087.25,1401.17,1931.58,4894.58,2999.5,2354.33,2307.25,4625.5,3174.75,2256.92,5048.25
K04760,634,659.83,933.33,2931,2249.5,1357.5,877.5,801.33,683.83,994.83,2114.83,3216,374.5,283.33,385,835.5,2800,288.83,646.33,1123.42,1856.67,987.58,507.25,2821.83
K04761,4641.2,4154.99,4340.49,6763.53,4471,2506.83,5072.83,4701.99,4407.83,5551.33,5617.83,3737.33,2595,1997.06,2615.37,2744.33,4677.53,765.56,4779.49,3426.59,7721.34,5159.41,3478.42,3544.66
K04762,4432.2,3847.99,2651.49,4371.53,3218,1935.83,3204.83,3693.99,3474.33,4323.33,3711.83,3459.83,2339,1761.56,2436.37,2368.83,3854.53,667.06,3812.99,2592.59,5451.84,3841.41,2927.92,3210.16
K04763,12189.9,10836.16,9045.16,16600.73,17272,10196.83,8842.33,9390.16,9784,11404.5,19949,15883.83,5527.5,4395.13,6391.57,7882.33,18131.23,4518.63,7865.16,9276.17,15843.17,9451.83,6693.17,13270.83
K04764,14251.7,12722.83,12468.83,15724.7,14263.5,8069,10928,9593.33,12452.83,10811.83,22046.83,12856,6953,5283.23,7285.2,7702,16452.7,1768.23,10262.33,11224.92,19801.17,12650.08,8722.75,11942.83
K04765,5975.7,5344.83,2553.83,4104.7,4510.5,2787,2354,2661.33,2883.83,3323.83,3540.83,3567,2133,1658.23,2252.2,2210,3870.7,940.23,3314.33,2364.92,5055.17,3230.08,2410.75,3412.83
K04767,154.5,124.5,371.5,888,4995.5,3549.5,584.5,573,494,730,877.5,1329.5,250,208.5,254.5,446,1199,1209.5,459,552.25,1354.5,761.25,342.25,1181.5
K04768,1049,941.5,565.5,269.5,76,44.5,739,772,915,1017,462,17,795,640.5,730,515,265,16,1653.5,497.5,1349.5,1074,814,41
K04771,15388.9,13636,12586,14218.15,12802.75,8133,12467,11136.25,13196.5,12453,15550.5,9448.75,8043.5,6099.55,8124.4,7212.25,11326.15,3388.3,12053.5,9625.25,21274,14741.25,10241.75,8623.25
K04772,383.5,385.83,443.33,652.5,696.5,643,784.5,675.33,582.83,735.83,840.83,799,346.5,267.83,354,459.5,932,299.33,581.33,513.67,1343.67,971.83,441.5,423.33
K04773,3302.2,2834.83,3608.33,6648.95,8038.25,5343.5,4493,4008.08,3305.33,4770.83,5431.33,5578.25,1871,1461.48,1864.2,2408.75,5189.45,2762.23,3571.33,3114.42,7063.67,4559.58,3064.25,4916.08
K04774,4508,3963.66,1317.66,518.5,132,66.5,1207.5,1499.66,1652.16,1838.16,1016.66,208.5,1338,1023.66,1323.5,942,634.5,20.66,2333.66,923.09,2489.84,1881.91,1513.25,205.66
K04775,599.5,515,176.5,158.5,115,70,346.5,394,528,578.5,219.5,25.5,446,374,422,290.5,146.5,15.5,857,261.5,595,487,347.5,54
K04782,290.5,250,314.5,722.5,571,334,190.5,140,141,203.5,273.5,61.5,111,124,129,182.5,226.5,231.5,198,246.5,491,248,130.5,101
K04794,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04795,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04796,20,18,26,8,2,0,46,26,12,16,4,0,6,6,8,10,4,0,36,10,18,24,10,0
K04797,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04798,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04799,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04800,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04801,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K04802,10,9,13,4,1,0,23,13,6,8,2,0,3,3,4,5,2,0,18,5,9,12,5,0
K05020,75,75,34.5,119.5,1778,1172.5,17.5,19,31,42.5,26,199.5,17,11,17,35.5,160,446.5,17.5,36.5,41.5,35.5,29.5,245
K05275,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05281,75,63,115,46,7,3,189,162,154,188,42,9,69,59,55,49,26,0,134,25,109,155,111,22
K05296,17,16,3,1,0,1,30,39,17,20,3,1,12,11,15,8,10,0,10,3,10,10,14,1
K05297,125.7,116.5,193.5,265.2,53.5,21.5,260.5,310,236,303,271.5,77.5,211,109.9,210.7,249,441.2,6.9,138,174.25,454.5,297.25,133.25,80.5
K05299,105,75,297,810,4788,3425,420,323,306,464,582,649,160,134,150,214,602,1146,398,380,959,513,253,896
K05337,741,625.33,1032.33,1551.33,4159,2941.33,1398.33,1233.33,973.67,1345.67,943.67,711.33,577,495,634.67,662.33,876.33,978,1144.33,662,1658,1343,887.67,1074
K05341,251.5,194.5,579.5,2480,2078.5,1275.5,404.5,442,396,573,1675.5,3072.5,190,128.5,295.5,696,2572,275.5,157,865.5,1003,416.5,213.5,2728.5
K05342,28.2,40,260,832.2,642,380,120,80,70,180,214,48,96,39.4,189.2,211,194.2,88.4,160,182,421,178,36,54
K05343,286.2,239.33,155.33,203.53,25,13.33,255.33,255.33,200.67,236.67,152.67,15.33,180,77.4,290.87,156.33,103.53,7.4,141.33,135,298,167,223.67,27
K05349,3078.7,2618.82,1639.32,1458.36,1743.5,1143.66,2775.66,3285.82,2459.5,3370.5,1685,424.66,1317.5,1054.06,1339.54,1121.16,1097.36,1003.06,2194.82,1242.34,3205.34,2706.16,2368.84,592.16
K05350,4391.5,3877.16,1305.16,590,83,58.5,1063,1494.66,1616.16,1720.16,1018.16,92.5,1199,924.16,1414,1075,687,31.16,1674.16,819.34,2201.34,1736.16,1355.5,120.66
K05351,5,3,8,1,0,0,10,6,9,9,21,1,13,12,29,7,10,0,2,0,0,4,0,0
K05356,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05358,68.5,72.5,18.5,9.5,2,0.5,17,19,22,33.5,17,1.5,10.5,10,10,13,9.5,0.5,15,18.5,28.5,23,16,3
K05364,9,19,66,163,21,11,83,76,64,89,67,14,39,15,107,120,71,9,38,66,117,59,84,19
K05365,1149,1079.33,1655.33,2994.5,3115.5,1921,2089.5,1645.33,1639.83,1962.83,2793.83,3419.5,798.5,575.33,787.5,1095.5,3035.5,506.83,1338.83,1335.42,2779.17,1727.58,962.75,3036.33
K05366,15558.1,13559.66,11042.66,11014.68,11278.75,7066.33,10948.33,10384.41,12298.5,11075,12678,6376.08,7295.5,5393.78,7424.77,6136.08,8141.68,3522.53,10756.16,8328.42,18580.17,13078.08,9782.42,5912.08
K05367,1750.2,1476.83,968.83,663.2,1825.5,1066,1178,1404.33,1393.83,1700.83,1046.33,245.5,1120.5,820.23,1103.7,757,618.2,454.23,2156.33,863.92,2310.67,1714.58,1329.75,354.33
K05368,11,13.33,13.33,4,4,2,8,5.33,2.83,5.33,3.33,1.5,3,2.83,3,2.5,1,0.83,17.83,15.67,27.17,127.33,19.5,3.83
K05369,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05370,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05371,32,32,11,3,2,0,61,78,36,22,24,3,8,11,13,11,13,2,3,14,21,9,31,2
K05375,33,34.5,37,51.5,36,19.5,64.5,56,59,66,77,33,40.5,18.5,27,44.5,47.5,3.5,54.5,63,128.5,73.5,48.5,49.5
K05376,4,6,2,0,2,0,16,20,18,20,18,4,4,2,2,0,2,0,6,28,40,18,56,4
K05377,4,6,2,0,2,0,16,20,18,20,18,4,4,2,2,0,2,0,6,28,40,18,56,4
K05378,4,6,2,0,2,0,16,20,18,20,18,4,4,2,2,0,2,0,6,28,40,18,56,4
K05379,4,6,2,0,2,0,16,20,18,20,18,4,4,2,2,0,2,0,6,28,40,18,56,4
K05380,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05381,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05382,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05383,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05384,4,6,2,0,2,0,16,20,18,20,18,4,4,2,2,0,2,0,6,28,40,18,56,4
K05385,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05386,2,3,1,0,1,0,8,10,9,10,9,2,2,1,1,0,1,0,3,14,20,9,28,2
K05394,68.5,72.5,18.5,9.5,2,0.5,17,19,22,33.5,17,1.5,10.5,10,10,13,9.5,0.5,15,18.5,28.5,23,16,3
K05396,76.2,82,112,211.2,284,92,180,153,97,137,77,52,102,48.4,112.2,86,112.2,69.4,100,73,184,108,79,71
K05499,323,284,98,46,96,94,192,202,115,139,132,19,169,102,142,91,81,29,282,99,373,305,285,21
K05501,526,486.83,227.83,108,13,10,383.5,290.33,199.83,286.83,219.33,18.5,128,87.83,118.5,123,97.5,3.33,218.83,153.92,461.67,364.58,294.25,35.33
K05515,16005.5,14168.16,13504.16,17229.08,16561.25,9782.33,12349.83,11451.91,13851,12642.5,22955.5,14629.58,7452,5737.58,7729.67,8318.58,17674.08,3340.83,11122.66,11809.92,21060.17,13903.58,9860.42,12992.58
K05516,1513,1254.16,1855.16,3879.58,5182.25,3401.33,2270.83,2161.41,1719,2493,3579,4924.08,939,767.08,964.67,1364.58,3817.58,2132.33,1726.16,1862.17,3657.67,2306.33,1392.67,4087.08
K05520,1240.2,1069.33,843.83,872.95,1528.75,1026,917,1065.58,824.33,1176.33,986.33,1483.25,557.5,429.98,662.7,516.25,961.95,1510.23,945.33,574.17,1445.67,1171.33,870,770.08
K05521,247.2,258.5,47,41.7,37,18.5,55.5,57,68,84,99,33,114.5,35.9,167.2,67.5,64.7,6.9,51.5,77,163.5,85.5,95.5,52.5
K05522,88,80,35,21,2,1,63,54,40,59,65,2,69,18,189,166,76,14,45,26,97,41,50,3
K05524,13445.7,12020.83,9548.83,7573.7,3875.5,2111,9099,7934.33,10658.83,8355.83,10163.83,3905,6207,4576.23,6204.2,4900,6073.7,621.23,8788.33,6571.92,14697.17,10522.08,7701.75,3695.83
K05525,31,11,7,0,0,0,21,11,8,10,5,0,12,2,10,7,0,0,9,4,27,7,9,0
K05526,13.5,13.83,13.33,4,4,2,8.5,5.33,3.83,6.33,4.33,1.5,3.5,3.83,4,3,1.5,0.83,20.33,19.67,34.17,137.83,31,3.83
K05527,13218.7,11770.83,11136.83,13530.7,11065.5,6156,9556,8368.33,11442.83,9385.83,20229.83,12301,6262,4751.23,6615.2,6983,15397.7,1164.23,8975.33,10210.92,17373.17,11115.08,7761.75,11055.83
K05539,13072.7,11701.83,10661.83,12738.7,10533.5,5831,8832,7902.33,11049.83,8827.83,19520.83,12235,6075,4551.23,6411.2,6734,15157.7,1094.23,8444.33,9821.92,16119.17,10430.08,7393.75,10957.83
K05540,1751,1660.83,4444.33,11687.75,11156.75,6173,3330,2824.58,3099.83,3884.33,14428.83,13271.75,1234,1083.08,1629.5,3823.75,13704.25,2066.33,2204.83,5814.42,7177.67,3259.58,1648.25,11004.58
K05541,292,234.33,145.33,52,17,11,186,270.33,223.83,232.33,100.33,6.5,139,97.83,146,102.5,71,4.83,193.83,107.42,256.67,355.08,250.25,28.83
K05555,9,4,28,15,3,0,59,27,30,39,30,0,18,11,22,12,12,0,55,20,84,61,26,3
K05559,743.2,638.83,434.83,70.7,13,15.5,594,677.33,837.83,898.33,347.33,13.5,819,589.73,874.2,485.5,209.2,107.23,1471.33,417.92,1050.17,1006.08,677.25,32.83
K05560,743.2,638.83,434.83,70.7,13,15.5,594,677.33,837.83,898.33,347.33,13.5,819,589.73,874.2,485.5,209.2,107.23,1471.33,417.92,1050.17,1006.08,677.25,32.83
K05561,743.2,639.16,435.16,70.7,13,15.5,594,677.66,838.16,898.66,347.66,13.5,819,590.06,874.2,486.5,209.2,107.56,1477.66,426.59,1060.84,1012.41,679.25,36.16
K05562,743.2,638.83,434.83,70.7,13,15.5,594,677.33,837.83,898.33,347.33,13.5,819,589.73,874.2,485.5,209.2,107.23,1471.33,417.92,1050.17,1006.08,677.25,32.83
K05563,743.2,638.83,434.83,70.7,13,15.5,594,677.33,837.83,898.33,347.33,13.5,819,589.73,874.2,485.5,209.2,107.23,1471.33,417.92,1050.17,1006.08,677.25,32.83
K05564,743.2,638.83,434.83,70.7,13,15.5,594,677.33,837.83,898.33,347.33,13.5,819,589.73,874.2,485.5,209.2,107.23,1471.33,417.92,1050.17,1006.08,677.25,32.83
K05565,6.5,2.5,19,122,1793,1183,1.5,2,9,9,19,202,54.5,3,170,163.5,195.5,465,2.5,21,26,16.5,13.5,247
K05566,1236.5,1206.5,921,1269,2606,1679,1191.5,1000,873,1267,1542,321,629.5,515,617,592.5,718.5,562,1172.5,887,2506,1333.5,943.5,466
K05567,784.5,760.5,708,1222,2458,1598,829.5,702,588,860,1026,315,444.5,333,572,549.5,633.5,554,810.5,641,1694,888.5,637.5,441
K05568,1638.5,1658.5,1268,2621,5132,3343,1268.5,1107,990,1468,1688,653,725.5,572,872,962.5,1215.5,1124,1239.5,1186,2903,1454.5,1047.5,906
K05569,3916.5,3480.5,1229,1277,2458,1602,1056.5,1168,1055,1360,1396,345,833.5,633,949,860.5,862.5,556,1346.5,901,2613,1445.5,1218.5,474
K05570,3916.5,3480.5,1229,1277,2458,1602,1056.5,1168,1055,1360,1396,345,833.5,633,949,860.5,862.5,556,1346.5,901,2613,1445.5,1218.5,474
