ASV,Domain,Phylum,Class,Order,Family,Genus
BACT2843,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas
BACT2844,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2845,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
BACT2846,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2847,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT2848,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
BACT2849,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2850,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2851,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BACT2852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2853,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT2854,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
BACT2855,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2856,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT2857,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2858,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT2859,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2860,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2861,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT2862,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT2863,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,uncultured
BACT2864,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2865,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2866,Bacteria,Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge
BACT2867,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2868,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade
BACT2869,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2870,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2871,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
BACT2872,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured
BACT2873,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
BACT2874,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2875,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2876,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2877,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2878,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT2879,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2880,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2881,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2882,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT2883,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2884,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT2885,Bacteria,Marinimicrobia_,Marinimicrobia__cl,Marinimicrobia__or,Marinimicrobia__fa,Marinimicrobia__ge
BACT2886,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2887,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2888,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group_fa,UBA10353_marine_group_ge
BACT2889,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2890,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
BACT2891,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2892,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2893,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2894,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT2895,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT2896,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT2897,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT2898,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2899,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2900,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT2901,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT2902,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1402,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1403,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1404,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade
BACT1405,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1406,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT1407,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter
BACT1408,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1409,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1410,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured
BACT1411,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1412,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1413,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonadaceae_unclassified
BACT1414,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriales_unclassified,Flavobacteriales_unclassified
BACT1415,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT1416,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
BACT1417,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT1418,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified
BACT1419,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1420,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1421,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_unclassified
BACT1422,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1423,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified
BACT1424,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT1425,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1426,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified
BACT1428,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1429,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT1430,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1431,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified
BACT1432,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1433,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1434,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified
BACT1435,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1436,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1437,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BACT1438,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1439,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BACT1440,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1441,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1442,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1443,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge
BACT1444,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1445,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
BACT1446,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007_ge
BACT1447,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales_fa,Babeliales_ge
BACT1448,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1449,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT1450,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified
BACT1451,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1452,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT1453,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagales_unclassified,Cytophagales_unclassified
BACT1454,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
BACT1455,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1456,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1457,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1458,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1459,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1460,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1461,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1462,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1463,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group
BACT1464,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified
BACT1465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium
BACT1466,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified
BACT1467,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria_fa,Candidatus_Kerfeldbacteria_ge
BACT1468,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1469,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1470,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1471,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT1472,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT1473,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1474,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
BACT1475,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1476,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT1477,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT1478,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1479,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified
BACT1480,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT1481,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group_ge
BACT1482,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina
BACT1483,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1484,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT1485,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,uncultured
BACT1486,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1487,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1488,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge
BACT1489,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified
BACT1490,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT1491,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1492,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter
BACT1493,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1494,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1495,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11
BACT1496,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1497,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT1498,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified
BACT1499,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,Bacteroidetes_BD2-2_ge
BACT1500,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT1501,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter
BACT468,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,SAR11
BACT469,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified
BACT470,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
BACT471,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified
BACT472,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT473,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified
BACT474,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT475,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
BACT476,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT477,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,SAR11
BACT478,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT479,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group_ge
BACT480,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter
BACT481,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT482,Bacteria,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified
BACT483,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
BACT484,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified
